,2022-11-28
81,The Interior Department has proposed rules to limit methane leaks from oil and gas drilling on public lands. https://t.co/KdkM7yhetB
82,"@WhiteHouse I don't know, I'm still paying more for gas than I did when  Trump was in office, and he wasn't going around the world begging middle eastern countries to sell us more oil to look better for midterms. China and India are the worlds biggest polluters."
83,"@HouseGOP The Republicans literally voted against price gouging at the gas pumps… And we know that the oil companies are not even drilling on all the land already allotted to them.

We are paying attention."
84,@ProudElephantUS Don't care about impeachment at this point. Want border secured. Oil and gas being produced. National open carry. Death penalty reinstated. Repeal of passed bills in the last two years. Ukraine monies and weapons support STOPPED. Then impeachment can be considered.
85,@ParikPatelCFA Coz Qatar has Gas not Oil 😂
86,"@GBNEWS You have to be retarded to swallow this shit. Coal, oil and gas are in abundance for centuries in our own territory. The technology to replace them does not exist . We have more than enough time to find solutions without creating misery on the back of this stupid bullshit"
87,@mx19smom @HouseGOP The same regulations were there under the Trump administration. It’s hard to argue regulations are halting production when we’ve seen a consistent rise in US energy production. Only 6% of oil executives say regulators are hampering production. https://t.co/6VYlk7Q1mA
88,"@FuturamaKing @bbydrvr @elonmusk @paulg @kimbal True, but not near as safe, cheap, or reliable as wind, geothermal, or solar which is what it is really competing with.  Oil and gas are already on their way out regardless of nuclear."
89,"@EA2MPT @GavinNewsom Here in LA, 0.02% of our electricity is produced from oil, so it would take about one teaspoon of oil to fully charge an EV battery because most of our electricity comes from other sources. Our leading sources of electric generation are natural gas, hydro, and solar."
90,"@TrickyD06240545 @KyivIndependent Except they no longer buy 🇷🇺 gas and coal and oil imports, like everything else, got significantly reduced. Also don't forget that they already provided air defense consisting of MANPADS (Stinger &amp; Strela), 1 of 4 medium range batteries (IRIS-T SLM) and 30 SPAAG (Gepard)."
91,"Biden like Trudeau attacks North American oil and gas while supporting and buying foreign conflict oil? They destroy energy security and independence, while it's own citizens go hungry,cold and broke? Putin gets rich? Release the Biden documents,investigate corrupt Trudeau! https://t.co/VikptdzzlA"
92,"@Knesix OT for Jesus: Biden is working very hard to ruin the US, isn’t he? Telling Chevron they can produce PDVSA’s oil and gas for them and only pay pennies? I’m losing my brain Haven’t they been there before?"
93,"@POTUS Aside from the fact that none of the projects have permission to procede, it sounds better than it is.  What about energy prices?  Heating oil, natural gas, electricity, diesel fuel, all higher.  Now Venezuelan oil???  Good.  Send jobs to Venezuela..."
94,@JDCocchiarella Sound a bit Socialist to me! Tax the Big Oil and the price of Gas gets higher. The people just pay more for the stuff they buy. The Democrats get rich off the backs of the poor. Democrats run the plantation. Republicans are the ones who freed the Slaves.
95,"@jeremycorbyn In the late 50s , my grandma still had oil lamps, and my mates house, had no leccy, only gas lighting."
96,@Nottodaymydear1 @GMB @officialbarnesy In that case the UK along with Western nations should also boycott Qatari oil and gas (and others) shouldn't they? Instead the UK government has welcomed their investments and they are helping with energy infrastructure ultimately strengthening our energy security.
97,US oil prices hit lowest level in nearly a year. Gas is down 6% in a month https://t.co/rkdt7yB6xp
98,"And the idiots wants to shut down our fossil fuel, oil , and gas, during a massive storm ! https://t.co/P2Zg3eFu1W"
99,@SPKolten @bbydrvr @elonmusk @paulg @kimbal It’s safer then oil and gas
100,"@ChrisMartzWX For well over 40 years, I have pointed out the pure insanity of choosing NOT to drill for oil and gas here where environmental regulations are followed - choosing ONLY countries that NEVER protect the environment such as the Soviet union or Saudi Arabia to provide oil… is NUTS."
101,"@WhiteHouse His executive orders on the energy sector, punishing the gas an oil companies, have caused this inflation, that he says he probably can't do anything about."
102,@manuel_rdgn @SEGOB_mx @adan_augusto @calderonalipi82 @OCV_Tabasco Saludos amigo @enmerka que lleva sin duda una gran labor y una excelente Expo Oil&amp;Gas
103,rtr: U.S. seeks to limit flaring and methane leaks from public lands drilling - President Joe Biden's administration on Monday proposed rules aimed at limiting methane leaks from oil and gas drilling on public lands. By @ValerieVolco @nicholagroom https://t.co/Pi6vCf6RyC
104,¡Oil &amp; Gas Reporter está disponible! https://t.co/4sElaai2ZY Gracias a @WorldOil #oilandgas #upstream
105,"""We should have learned by now that through exports to China, India, and other Asian countries, Russia continues to set trade surplus records.
A European cap on Russian gas and oil would be a subsidy to China at the expense of European taxpayers."""
106,"@HouseGOP Oh, honey, bless your heart. President Biden isn't in charge of 'choosing' to drill here. That's your #BigOil donors &amp; they are sitting on millions of acres of undeveloped oil and gas leases. They could drill any time they want, but they like their #RecordProfits and so do you."
107,"@RepBoebert US is at 90 to 98 % refinery capacity so more oil means nothing if you can't refine it. Of course closing refineries for ""maintenance"" supposedly doesnt help. So busy making gas that they can't switch to refining diesel. All about massive profits by creating artificial shortages."
108,"@mhdksafa Maybe the reason people working full time need food stamps is the price of food and gas.  Who declared war on fossil fuels, Biden.  The price of oil increases the price of transporting goods.  The war on fossil fuels hurt the poor most and Biden is to blame."
109,@DrKidNurse @SuzAtTheLibrary @UnfilteredSteve @blondie0204 @JDCocchiarella I'm sorry but the money that's going to Ukraine is getting money laundered and sent back to the Biden crime family. Infrastructure where? Tax reforms for who? Lauren gas prices by depleting or oil reserves? It is at an all-time low. We go to war we're done because we have no oil
110,@BetteMidler And He killed off the Dinosaurs to make oil and gas for when the sun doesn’t shine and the wind doesn’t blow
111,"@Ilikedogs29 @RoKhanna If rent is $1,872 a month. That means there is a supply of renters willing to pay that amount. 

If the demand for housing was less the landlord may have to drop the price. If demand is more, he maybe able to raise the rent. 

In the oil &amp; gas business this happens all the time."
112,"@jimmkirkk @drjdmartin China builds most of the wind turbines and solar panels. But China uses coal, oil, gas &amp; hydro. China builds 90 per cent of Australia's solar panels. The blades can't be recycled. So they have to be buried. Great for the environment."
113,@afneil So you finally realise that Thatcher took us down the gas power station route and the tories wasted all the NS oil &amp; gas revenue on tax cuts instead of investing in an renewable future &amp; the latest bunch of Tory idiots got rid of our gas storage leaving us high &amp; dry?
114,ADX Energy has signed a Joint Development Agreement with Kepis &amp; Pobe Financial Group Inc. to fund the drilling of the #Welchau gas prospect in ADX-AT-II exploration license in Upper Austria. Read more: https://t.co/9V9c3i9KF1 $ADX $ADX.ax #oil #gas #energy #ASX https://t.co/8MqpaYiBVc
115,@johnredwood @Louise_katz Coal oil and gas in abundance reliable for centuries what on earth are these idiots doing or thinking?  The technology does not exist to match these we have time let’s get back to basics and live
116,"Among big emitters, just Australia, Indonesia &amp; the US have signed the #GlobalMethanePledge.

China's climate envoy did talk about combatting methane emissions at #COP27, but he only mentioned oil and gas - not coal. https://t.co/G7QjhyA3aH"
117,"@MaryAli63137326 @Midwood49 @SenWarren Trump allowed fracking and drilling for oil and gas on federal lands. Biden campaigned on killing fossil fuels.  ""There is no more drilling"". https://t.co/1ulYCesLrB"
118,@BidensWins 🚨Breaking news:  Oil prices are STILL up over Jan 2021 when Biden took office - because HE started a war on US oil and gas.  What a clownish Tweet to celebrate the failure of Biden's oil and gas war.
119,"@SenatorRisch Oil/gas companies still have 9,000 unused drilling permits. 

A Barrel of oil is currently $74

Oil and gas companies are price gouging.

This ends my Ted Talk."
120,"(3 of 3)
Materials: -2.93%; 1 of 40 Up
Fuel/Elec/Util: -3.09%; 1 of 19 Up
Oil&amp;Gas: -3.22%; 2 of 80 Up
Green Enrgy: -3.57%; 1 of 18 Up"
121,"@donbrascothe3rd @CashmereTerry @Thegreatmike691 is a silly boy. AB have more reserve funds than most of Canada put together; grow their food/meat, pretty much everything else. They also, um, own the products that heat homes, the oil and natural gas.  You'll starve/freeze before they do 🤣"
122,"We don't need opec, we don't need anybody we have natural gas, nuclear energy and beautiful pure oil. We don't even need the pipeline to Canada. Why are we purchasing oil from other countries and sending our reserves to China? THINK PEOPLE, THINK!! 

https://t.co/qAi3v7Giup"
123,@Econimica @MacroAlf As always an original and intriguing chart. The West's embrace ESG may compound demand reduction demographic change ponts to. Someone will find a way to use oil and gas is it just too powerful.I wonder how much additional energy use the global south will use if given the chance.
124,@ThesvanJosh @JoshOSU84 @Josh_Pate82 @hbomax Oil and Gas people are the worst!
125,"@red_hankelrod @JoeNBC Pres Biden was criticized every hour, every day for months by the news media and Repugnuts, even though the president has zero control over oil or gas prices.

Since he was blamed when pricing went up, I thought it was only fair he should get credit when pricing goes back down."
126,"@rocha_earl @nakitko @RonFilipkowski The economy, foreign affairs, gas &amp; oil independence, jobs were all good under President Trump. Name the things Biden has accomplished? I'm waiting....."
127,@tonero_me @scotlandbosen @chris18guinness @IanMulcahy3 @JustStop_Oil So often these things are presented as a binary. We need to do both. But this is a specific campaign group with very narrow aims trying to achieve something that would have marginal impact on future price of oil and gas as UK contribution to global market is so small.
128,"@Concern70732755 Which banks are those? I was looking for which bank invested the MOST in oil and gas.... as well as mining to open a new account in. If you or anyone has numbers on this I can look at, I'd appreciate any help at all.

Thanks freedom lovers!"
129,"@ACTforAmerica Uh...try to keep up. Oil is about half of what it was last summer, gas  prices are again dropping.

I know that won't keep you from lying; your sheep prefer the lies."
130,"https://t.co/JquRrCatpD The Govt has held a consultation on banning the replacement of oil and LPG boilers from 2026, a full 9 years before gas boilers. It has yet to give a response. Here’s mine : 🖕🏻"
131,"@cristalholidayx @Bakruu US is the pathetic country for killing children in Suria, Iran, Iraq, Yemen, Palestine, Afghanistan, Vietnam. And then you suck on their balls for cheap gas and oil. This is your reality. The whole nation is full of suck ups and hate mongers"
132,@POTUS @SharylAttkisson What do you suppose led to the increasing need? LIHEP funding will be increased to support those in need face the higher costs of energy this winter? Do you you think it odd to point to increased taxpayer spending to cover your policy mistakes: From Vax mandate to oil/gas policy?
133,"@RoKhanna ✅ Blind eye to blatant crypto scams preying on main street despite ample evidence of federal regulatory jurisdiction 
✅ Discourage domestic oil and gas production leading to rampant inflation 
✅ Zero fiscal discipline and racking up $31 trillion federal debt"
134,"@CieGrant Congratulations My Man.. I'm trying to finish my last 3 in The Oil and Gas Industry as Well...

Follow Your 🙏🏿.. allow it Lead You..
Whatever Path..
You'll Be Great 💪🏿‼✌🏿"
135,"@GavinNewsom Congratulations, CA, $5.04/gallon, is second highest in the USA behind only Hawaii.  Why?  Texas is cheapest, $2.89.  Oil company greed only in California, not Texas?  https://t.co/hLmBAe2f51"
136,"@nickhedley No. It's new oil &amp; gas. In 2022.
https://t.co/OPW5ZtK2bZ"
137,"JPMorgan Still Sees #Oil Above $100 in Next Few Years

https://t.co/1Iz89TpISW

#Bloomberg #Gas #Mining #OilPrices https://t.co/qNZj3Ny7o5"
138,"@RNCResearch Oil And Gas Executives Say It's Not Joe Biden Holding Back Domestic Production

""Biden’s critics have ignored the fact that Wall Street investors are pressuring U.S. drillers to limit production amid record prices.""https://t.co/yX3kNmWQUx"
139,"A plan by Interior’s Bureau of Land Mgt would tighten limits on gas flaring on federal land &amp; require energy companies to cut down on methane leaks that add to climate change. Biden proposed a wide-ranging plan for methane at a climate conference in Egypt.
https://t.co/8MXK9iLtCG"
140,"We want president Trump made in usa: fossil fuel ,gas, oil, !the people president. https://t.co/R9huV4VxY3"
141,"@GovNedLamont “Helping lower energy prices”, what planet are you from? Heating oil prices have tripled, gas is $2 higher and electricity will be up 50% Jan 1. What in Gods name are you talking about?"
142,"@JoshOSU84 @Josh_Pate82 @Mojo306 @hbomax Bro, that’s a nice setup you have there. That’s what you get with that EVIL oil and gas money 😉. https://t.co/ED2HvsBQM4"
143,"Alaska oil and gas lease sale is on because corrupt Minion of the fossil fuel industry Joe Manchin insisted on it

https://t.co/R1C5PSya4f"
144,"@EvolvingNerd @DonaldJTrumpJr Afghanistan, oil bans -📈gas prices, inflation, international policy, low IQ and incomprehensible speech is much worse than we have ever had."
145,Major oil companies won't participate in California gas price spike hearing  https://t.co/nzNbU0WuAn
146,@johnredwood It has to be combinations of energy production away from gas and oil. You are being disengenuous by just singling out wind power as the only means of generation.
147,"Invite RUSSIA President @KremlinRussia_E and UKRAINE President @ZelenskyyUa to @UN NY &amp; SOLVE UKRAINE Fiasco 

 @OPECSecretariat &amp; @G7 to Create PERFECT Finance &amp; FOREX &amp; GOLD &amp; GAS &amp; OIL MARKETS 

Enter No WAR PACTS Among ALL @UN 194 Members and CLOSE @NATO https://t.co/x22mjRwQWW"
148,"@mr_seans oil, gas , electric?

i forgot solar. forgive me, i have sinned"
149,"Usa Oil / Gas /service / Midstream budgets
#oott https://t.co/VCjQP2BnLG https://t.co/9BRAt58O7x"
150,"Sen. Bill Cassidy: US can create oil and gas jobs here, but Biden chooses not to https://t.co/ZvqInAdNSg #breakingnews"
151,"~7,000 jobs list at Twitter = global meltdown &amp; @elonmusk is the devil 

~150,000 jobs lost in the oil &amp; gas industry in the USA = 🦗🦗🦗

FYI I am pro climate &amp; renewables but the above just stinks of Twitter righteousness"
152,@travisakers Remember when self service gas stations came to be. At one time you pulled up and had your windshield cleaned and your oil checked while the attendant filled your tank.
153,@JoeNBC Democrats said when gas prices were high that the president didn’t control gas prices… now  Biden is oil from Venezuela in stead of using our oil…now tell me how that helps Americans
