,2022-12-03
26,"“This means that users who rely on daily access to natural gas must prepurchase and preplan to have the volumes they need during these rare, but inevitable times. https://t.co/HuJAsFNLI3"
27,@jmachado125 @xrpadastra @catturd2 @POTUS My brother is in oil and gas. That’s a blatant lie. Joe shutting down drilling on Federal land was devastating. Alaskans are begging for drilling to restart in Alaska
28,"Pierre is shilling for oil and gas Companies

His plan is to make their bosses and shareholders richer by reducing their taxes by millions and cut yours by pennies. https://t.co/dcuisxZdU3"
29,"AUTOALL OTO350 Motor Oil Engine Tester For Synthetic,Standard motor oils,Work With all Diesel or Gas Engines  1LDMOZR

https://t.co/3UXaFlQqbZ https://t.co/stjinjevgM"
30,"@SenateGOP But still allow oil and gas companies to make a profit, as energy (oil/gas) is the backbone to a successful American capitalist economy. Allow Third World Nations access to hydrocarbons and watch the world grow, boom and be happy. Enough of this doom &amp; gloom “green climate” crap."
31,"@BachusDionysus @mcndjxlefnd @Exusnx How did it happen that a year after the purchase, Russia is still coping with the sale of its oil and gas and even building gas liquefaction plants, making deals, etc. I have seen many statementsabout russian wekneses, but this is one. 🤦 The conversation is closed."
32,"Inflation driven by profits in few sectors, including oil and gas: report - National | https://t.co/w6x67HGEr1 https://t.co/2DKmGt8pkX pro-T-media"
33,@dennyrussell10 @BaddCompani Oil &amp; gas
34,"The head of Iran's Oil, Gas and Petrochemical Products Exporters Union added that Iran could use the rate increase in the world markets during the last seven months."
35,"JUST IN #BNNIran Reports.
 
The Head of Iran’s Oil, Gas, and Petrochemical Products Exporters Union (OPEX) has announced that Europe is interested in Iran’s return to the global oil market to supply the fuel it needs. #Iran #Oil #Politics https://t.co/mVVYQpu8mO"
36,"@BonnieBlueTK True, although it pisses me off. Don’t forget releasing oil to lower gas prices to lower gas prices before the election."
37,"@DarthPutinKGB Now could be a good time for China to take Russia and it's assets of oil, gold,diamonds,gas,coal 🖖✌️🦴🎯"
38,"@Knight_Rider_07 @CBCNS And, from the conservative, PostMedia run Financial Post:

https://t.co/itYoKp8Y37"
39,@MM_Kraft @daniel_freund We'll see when you wake up from your long (terrible) redgreen winter sleep and what's left of Germany that doesn't buy bloody gas and oil.
40,@xForbiddenRainx @KevinMcGann1 @KyDawg74 @WhitlockJason The pandemic and oil prices are still the largest factor in the inflation. Which is going down.. If some places very rapidly. It has been predicted that gas will be $3 by Christmas.
41,"Oil, coal and gas are natural products of the remains of plants and animals from millions of years ago. Therefore, vegans who use these products are therefore not totally void of animal use? 😝"
42,"He visit Armenia. 
Concern for Moldova, Romania, and Bulgaria.
Turkye is Target.
His concern is oil and gas pipelines, going forward.
Sanctions and guerilla attacks mean denial of service for SE Europe.
This will be a cold winter.
Light a fire under Putin's 
butt."
43,"Hey Uncle Joe, what powers those charging stations?  Coal, gas, oil, nuclear and hydro power plants  - not wind and solar.  And who is making these charging stations, China? https://t.co/DR4PUSoYnP"
44,"@baldmanrisin @Chevron All US oil &amp; gas companies produce less methane than any other country in the world, also you jumps in carbon capture….so why does jb want the US to import more dirty oil from Saudi and a Venezuela who don’t carbon capture &amp; and spew methane into the atmosphere??"
45,@Martyupnorth_2 @Kakes444 Increase oil production in alberta and give companies insentives to open up new sectors to get into the green markets and initiatives. We can shine in the green sector while making bank off our oil and gas industry.
46,@sunlorrie We die without oil &amp; gas.  Tough concept eh !
47,@WesternMigrant1 @davidsirota @ninaturner “oil and gas analyst”
48,"@mattsquair @ShellenbergerMD Nuclear has enemies on every front. The oil and gas lobby, the renewables lobby, environmental brain dead groups like Greenpeace and NRDC. Even with all those enemies, and excessive regulations, it is still the best energy source we have."
49,"@WeeWillieK @ka62008777 @harleykesselman @POTUS Less than coal, oil, nat gas, and plastic"
50,"“血钱”：乌克兰抨击英石油公司仍持有俄石油股份
泽连斯基首席经济顾问表示，英国石油公司是首批宣布打算通过出售其在俄罗斯石油公司的股份退出俄罗斯的石油巨头之一，但至今仍是其股东，公司必须离开俄罗斯，否则可能是俄罗斯战争罪同谋。https://t.co/uedLRHGDSw https://t.co/Cfz5TyvhgZ"
51,@BrianCBock @Chevron You DO know oil &amp; Nat gas are publicly traded commodities right?  Based on supply and demand.  Guess who continues today to crush US supply?? He’s sitting or should I say sleeping in the WH.
52,"Moms on the Front Lines of Oil and Gas Development: Karen Knutson, Pennsylvania. 
@EPA 
#CutMethane #ProtectLittleLungs
https://t.co/jCKji1OnZF via @CleanAirMoms"
53,"UK’s STATS Group Wins world’s largest diameter pipeline intervention project in UAE

https://t.co/VRQzyjLcWs

#Gas #Oil #OilAndGas https://t.co/q8Abm3lR34"
54,"@sexy_oma_ I hope you don't really like money and you no get big eye. So avoid Offshorer &amp; Politicians, military &amp; Serious biz men, footballer &amp; Barons, Musicians &amp; oil/Gas guys. 
Settled for teachers, traders, LGA staffs etc"
55,"Gas prices may be down, but let’s not all forget on this beautiful holiday season that Joe and Barry depleted our strategic oil reserve, which was for disasters and emergencies now if something happens, we’re all screwed you funneled all the oil to China treasonous actions"
56,"@FWBESS Oil and gas 5 tahun officer
Shipyard 5 tahun forklif operator
Oil and gas Rigger 2 tahun
Pantes nya di angka 15 jt"
57,"Elon Musk RELEASES TWITTER FILES, Shows Dems Colluded With Twitter To Win Election https://t.co/6rshakNwf9 
The DNC/swamp/media/machine ARE AT WAR WITH YOU.
#MAGA #2A #gas #gasprice #gasprices #oil #economy #recession #vote #USA #guns #4chan #pedopeter #PedoHitler"
58,@GOP The President does not set the gas prices - it's the oil companies that set the prices! Can't you all get that through your thick stupid GOP brains???🤦🏻‍♂️
59,"Neither will Scholz... Patronizing and supercilious. Incurably blinded by privilege, money, cheap gas, and oil. Nothing genuine, only cold calculations... https://t.co/62jkmlMT6n"
60,"@GringoInvesting @Energy_Tidbits @TCEnergy I’ve got 9bcf additional by 2030.  The MPL facility Phase 1+2 has room to almost triple. AMLO is hot for LNG, intra-pipeline buildout with continue for domestic use as well.  Mexico in terminal oil decline, going to need gas."
61,"@SylvieDParris @Chevron All US oil &amp; gas companies produce less methane than any other country in the world, also you jumps in carbon capture….so why does jb want the US to import more dirty oil from Saudi and a Venezuela who don’t carbon capture &amp; and spew methane into the atmosphere??"
62,@andrew_leach Is there any analysis of risks to the grid should all the cogen associated with oil and gas activities be scaled down/shut should a long term down in hydrocarbon prices?
63,"@TheOctoberMan__ @Chevron All US oil &amp; gas companies produce less methane than any other country in the world, also you jumps in carbon capture….so why does jb want the US to import more dirty oil from Saudi and a Venezuela who don’t carbon capture &amp; and spew methane into the atmosphere??"
64,@twistedmic24 The oil and gas lobbies kept prices high in hopes disgruntled Independents and some Dems would vote for the Republicans the companies paid for. No reason to keep pissing customers off.
65,"@ReubanBurakh @MatsLBengtsson @DerAelst @KyivIndependent Sanctions are so useless that the Russian economy has been shrinking for 4th quarter in a row. Every second trade mall is going to close in RU. And also russia lost his oil market. And will lose his gas market next year. Yes, sanctions are useless, of course. https://t.co/IZ0tIRcxUt"
66,"@GPrime85 Would have been alot happier if you didn't end oil &amp; gas exploration, kept the border secured, put the leftist on a short lease, quit spending money the nation doesn't have, quit knocking the republican party and figure out a way to unite the nation. Quit vacationing every wkend."
67,"@GOP This is a quote from people who actually are experts on the world economy. “Gas prices and underlying oil prices are determined by three factors: supply and demand, commodities traders, and the value of the dollar.” Just another case of republicans making shit up."
68,"You thick cunt's are going to be pushed in to going electric ,Then in about 15 years they are going to tell you that they have to switch back to coal, oil and natual gas because the infrastructure can not support it! https://t.co/Kaa2ewDmBt"
69,"1.    LEGALS AUSTRALIA Environmental Defenders Office
      https://t.co/4hiZmvllbh

2.    GAS and oil WELLS EASY ZOOM MAP AUSTRALIA
      https://t.co/65UO1aFGlK

3.    GAS and oil WELLS dangers info detailed RESEARCH DATA full
      https://t.co/PMezgXaPCo
#auspol #radio https://t.co/eCgVfLD2LY"
70,"DIBUTUHKAN SEGERA ""PROJECT MANAGER""

Kualifikasi:
1.   Umur maksimal 45 tahun
2.   Pengalaman minimal 5 tahun di EPC (Oil, Gas &amp; Petrochemical)
3.   Pendidikan terakhir minimal S1 Teknik

kirimkan CV dg subject (PROJECT MANAGER) ke alamat email recruitment.jkt@kaliraya.co.id"
71,Oil And Gas Investor On High-Speed Acquisition Path; In Buy Zone After Strong Earnings https://t.co/3pVhsMHeXj
72,Will Resounding Turnaround From Bankruptcy Last For Oil &amp; Gas Stock Chesapeake? https://t.co/ZXgKrKSgHZ
73,"@PeterDClack The inexhaustible supply of hydrocarbons. Let’s admit failure on the climate alarmism and go back to what advances human progress. Oil, gas, coal, nuclear."
74,"@JotweeterAnne @Chevron Actually it is not, US oil &amp; gas companies produce less methane than any other country in the world, also you jumps in carbon capture….so why does jb want the US to import more dirty oil from Saudi and a Venezuela who don’t carbon capture &amp; and spew methane into the atmosphere??"
75,"1.    LEGALS AUSTRALIA Environmental Defenders Office
      https://t.co/4hiZmvllbh

2.    GAS and oil WELLS EASY ZOOM MAP AUSTRALIA
      https://t.co/65UO1aFGlK

3.    GAS and oil WELLS dangers info detailed RESEARCH DATA full
      https://t.co/PMezgXaPCo
#auspol #radio https://t.co/cPghYOajke"
76,"@WhyMarsNotVenus @nolatx @lindyli Lol no, the world has an EXTINCTION problem on oil, coal and gas, as in, that’s it folks it’s all over. now we have an economic problem. We can survive one, we wont survive the other"
77,"@potatoechipies @Chevron All US oil &amp; gas companies produce less methane than any other country in the world, also you jumps in carbon capture….so why does jb want the US to import more dirty oil from Saudi and a Venezuela who don’t carbon capture &amp; and spew methane into the atmosphere??"
78,"Oil and gas firms planning ‘frightening’ fossil fuels growth, report finds @guardian 11/9/2022

Analysis released at #Cop27 climate summit shows plans would thwart chances of keeping global heating to 1.5C. #climatechange #ClimateAction
 https://t.co/IiD8wtj5Fe"
79,"@Jane_Steranko @Chevron All US oil &amp; gas companies produce less methane than any other country in the world, also you jumps in carbon capture….so why does jb want the US to import more dirty oil from Saudi and a Venezuela who don’t carbon capture &amp; and spew methane into the atmosphere??"
80,@markjiron7 @Chevron You DO KNOW OIL &amp; Nat gas are publicly traded commodities right?? The companies don’t set the price
81,"@GOP No matter how many times you tweet this....the president doesn't control gas prices....I would love to hear your thoughts of the record profits oil companies are making though
 Only stupid people buy your shat"
82,@BrianOG_19 @Chevron Powered by oil &amp; Nat gas
83,"@JBremerDevt @Chevron All US oil &amp; gas companies produce less methane than any other country in the world, also you jumps in carbon capture….so why does jb want the US to import more dirty oil from Saudi and a Venezuela who don’t carbon capture &amp; and spew methane into the atmosphere??"
84,@shiftyoliver @Gugo907 Likely figure out how to make them more affordable in the nearish future. Oil &amp; gas will run out at some point if we don't find alternatives...so what the fuck are you doing about it? At least they're trying. That's a hell of alot more than you (some random ass o&amp;g investor is
85,"🇩🇰P126.) 13 KASIM 2022

Western leaders will both leave the gas &amp; oil taps running &amp; erect statues of themselves as climate-friendly heroes

The time has come for us Europeans to assume the responsibility that our history &amp; prosperity attribute to us

https://t.co/z0TdnS4Jnd"
86,"Good time to buy oil and gas stocks: David Rosenberg | Financial Post

Don’t wait until you’re half frozen! Time to buy oil says David Rosen-berg 😃 https://t.co/EjEEfQ6gAd"
87,@saltysa20312181 @David_Ritter I have no interest in oil gas coal shares etc. The only fuel I have an interest in is Uranium. You know that fuel that produces ZERO carbon.
88,@POTUS There are over 100k gas stations…I’m wondering how fast can they be built? And who is building them - is it until it’s companies or oil producers? If we are truly going all electric in 15 years like some haze suggested do we really have the infrastructure?
89,@GOP The most important thing and I think the first is the american energy policy. We must have an all of the above policy. Oil natural gas coal solar even wind. Provided solar and wind is from manufacturing companies here in the United states. When we must control our destiny
90,@SenJohnKennedy And Gee….all that dark money from Oil and Gas won’t get in your pockets either. 🙄
91,@Cererean And a substantial domestic oil and gas supply
92,"@Neopseudo ‘Australia's peak body for the oil and gas industry said that meant ""increasing approvals uncertainty"" for investors.’

Won’t SOMEBODY think of the franking credit recipients?!"
93,"Frozen assets, &amp; ALL of the Revenue from RUs #Oil &amp; #Gas, to #Ukraine's 🇺🇦 Rebuilding!
🇷🇺showing the World their thuggery. 
- KGB 💩tin et al - Were NEVER Going to Play The West's reindeer game$, RU showing their true colors.
#путиннеудачник https://t.co/rR9Cfab9Kc https://t.co/eC3Jz4E0wW"
94,"Hunter Buydens Laptop.

If working on behalf of Russia's largest oil &amp; gas company to get around U.S. sanctions and working with the ""spy chief of China""on China's Belt &amp; Road Initiative isn't Treas@n, then what would would be considered tr£ason¤us?
https://t.co/T05nNp9F4f"
95,"Banks provide the bulk of new oil and gas financing, and most have yet to introduce any oil and gas exclusion policy, reports @nichferris: https://t.co/chg1S7wCqX https://t.co/iqXmwjWfzR"
96,"Frozen assets, &amp; ALL of the Revenue from RUs #Oil &amp; #Gas, to #Ukraine's 🇺🇦 Rebuilding!
🇷🇺showing the World their thuggery. 
- KGB 💩tin et al - Were NEVER Going to Play The West's reindeer game$, RU showing their true colors.
#путиннеудачник https://t.co/jbWQzJXNGY https://t.co/1izubrSNBW"
97,"@MeaneyJim @drivingdotca Oil and gas are natural biodegradable elements with chemicals added.  Lithium mines are horrific both morally and environmentally, Lithium is non biodegradeable. wind turbines are hazardous non biodegradable waste along w/being an environmental hazard to wildlife and ecosystems"
98,"LA City Council votes to phase out oil drilling, ban new wells with gas prices far above national average #GasPrice #OilAndGas #USANaturalGas [Video] https://t.co/AM34OXEnUf"
99,"If working on behalf of #Russia largest oil and gas company to get around U.S. sanctions and working with the ""spy chief of #China "" on China Belt and Road Initiative isn't #treason , then I don't know what is.
#LaptopFromHell #Twitterfiles  https://t.co/WIDfLPlmrV"
100,"@amyklobuchar Yes Georgia, vote for Warnock.  He has voted with Biden 100% of the time and you know how great our economy is doing.  You love the price of gas and heating oil and Lord knows you love what they are being taught in school.  Who doesn't love a good drag show? Vote Warnock!!!!!"
101,@acoyne This is mostly due to both Biden &amp; Trudeau believing the same crazy notion of not allowing more new projects allowed to transport oil &amp; gas (1 not complete yet).  Stupidity reigns.  #TrudeauIsDestroyingCanada #TrudeauMustGo https://t.co/m5CGyV33Q1
102,"@SkyNewsAust Meanwhile, Russian oil and gas is coming in the back door, through pipelines (exempt from price cap), other countries (middle man), transferring from Russian flagged tankers to other flagged tankers at sea for delivery to UK."
103,"When the Soviet Union began building up its later gigantic energy complex, by building a series of oil and gas pipelines to Europe, [President Ronald Reagan] chose to issue stark warnings to European governments. &gt;&gt; https://t.co/Jj5GLzGjQx"
104,"This is still the most treasonous text message I've seen on the Biden Laptop.

If working on behalf of Russia's largest oil and gas company to get around U.S. sanctions and working with the ""spy chief of China"" on China's Belt and Road Initiative https://t.co/yn4fVoLvHI https://t.co/aTAf5r8LSF"
105,"Researchers from the University of Southern California found in a study in 2021 that people living near wells in two Los Angeles neighborhoods reported significantly higher rates of wheezing, eye and nose irritation than neighbors living farther away. https://t.co/nwPJd4wZ8b"
106,"Canada has a lot of oil and gas

is a lot closer than the Middle East

and it sounds like they actually need some freedom https://t.co/gp51KPRNCQ"
107,"@jmachado125 @xrpadastra @catturd2 @POTUS Lmao Jesus dude, follow your own advice. Keystone didn't have an impact on gas prices, but canceling the oil drilling leases did."
108,"The Biden administration’s vow to retaliate against Saudi Arabia for the oil output cut has frittered away into the ether. No meetings with Congress on the subject, and low gas prices give the White House an excuse to forget about the whole affair. https://t.co/lgjIREOpWM"
109,"@ConstaLobo @PonderRanch @n1cer_dude @RBReich That's not how it works. A reduction in oil production ANYWHERE increases prices EVERYWHERE.

Like idiots, Europe shut down their coal &amp; nuclear plants in favor of imaginary ""green"" energy, &amp; oil/gas from Russia. Trump warned them and they laughed. Now they'll freeze this winter."
110,@ksorbs I'm sure a couple months ago you and the rest of the degenerates were screaming how he was killing the oil and gas industry.
111,"SilverBow Resources is Gas and Oil producer with lots of potential in 2023
https://t.co/JHrv8Cv8QX"
112,"@pc57 @Fusion_Industry @UndecidedMF It doesn't matter. Oil/gas companies are the biggest of all investors in new fusion projects. Oil &amp; gas don't compete with fusion. 

It's actually mainly environmentalists getting in the way of the most promising new post-carbon technologies (to be blunt)."
113,"@Jejune_Sun1 LOL, na just burning my leaves! I did start it with a half gas/oil mix though!😝"
114,@BachusDionysus @mcndjxlefnd @Exusnx Not anymore. Russia has surplus profit of $100 billions this year. Europe has energy problems and is begging the countries of the Middle East to sell it some oil and gas.🤷 You are delutional.
115,"@SenateGOP The choke hold on drilling is the Oil &amp; Gas Corps hoarding their leases, NOT DRILLING to keep the price of oil high. 

They CAN DRILL BABY DRILL, but won't. They should lease what they will drill, lose the leases. They have been doing this for years to manipulate market prices."
116,@GOP Says the party that voted No on legislation that would have prevented price gouging from gas &amp; oil companies.
117,Financial Strategy &amp; Business Experience Analyst At An Oil And Gas Company – Oasis Africa Consulting Limited https://t.co/8yH9T96uXk
118,"So #TRexMurphy, belching swamp gas as he raises his ugly lizard head from the his gas and oil tar pit, praises Albertan right-wing nutter queen #DanielleSmith. 

Surprize!

#NationalEnquirerPost 
#UCPFantasy 
#NeverConservative 

#abpoli
#cdnpoli https://t.co/pH9RM3ZCm1"
119,"@POTUS and WHAT will power those stations. Coal, Gas, Oil."
120,@barronsonline LOL.  Biden eased up on oil companies 7 months ago and gas prices are already coming down.   Imagine if he really backed off AND also stopped pushing to outlaw internal combustion autos.
121,@faithinbones @heathdwatts @mmpadellan Here’s the thing. Look at wide range of the cost of gas it goes from $2.39 in some areas up to $4 in other areas. Gas stations are individually owned. Oil companies are don’t set gas station prices. Looks like your problem is really with the individual stations.
122,"@Johnfis4 @slainthayer_my @anthonyloke Because Malaysia is one of the biggest petroleum consumer and produce oil n gas..if we are not using petrol transportation, kiranye, if kita langgar kontrak, mungkin atau tak mungkin kecepatan world war 3 akan berlaku"
123,@Reuters price cup on Russian oil and gas!?
124,"The Duran 12/3/22.

""EU bad moves, oil price cap. Russia big moves, gas union""
https://t.co/e7h0iZc7IC"
125,What the American Oil and Gas Historical Society has to say about wax lips. (Ep.140)
126,"The average price of gas in #Georgia is now LESS than $3/gal. Ordinarily, one cannot credibly blame/cheer a @POTUS gas prices, but when one (like #JoeBiden) decides to release oil reserves to address an economic crisis, he does get the credit. #ThanksJoe

https://t.co/9597M9VWqZ"
127,"@GwenNorth14 Imagine if the purchase and the pipeline deal had gone through back in 2017?  The first oil and gas pipelines would likely be finished by now, and China would be using that to force Pakistan to start working on the Iran-Pakistan Peace Pipeline and TAPI.  Which links to Xinjiang."
128,"@SkyNewsAust Virtue signalling, Russia has already secured other markets for it’s oil and gas,  Russia will not supply at less then market price as it doesn’t need the EU and it’s allies, the EU needs Russian cheap energy. Maybe they can build more windmills and solar farms, 😂 Idiots."
129,"@dougbamford @TheObserverno1 @BrianGitt You then have to take into account the emissions of the renewable energy also. That’s what we do with coal and gas generation. All the mining, coal, gas and oil expended digging it out of the ground, transporting it around the world for manufacturing and the commissioning of it."
130,THE COMPANY OFFER LAND DRILLING AND RELATED SERVICE TO THE OIL AND GAS INDUSTRY....🎊🎂🇳🇬👏 https://t.co/wSnw8xbY7e
131,"@GOP July 2008 under Bush, $4.11
What about it?
Presidents don't set the gas prices, oil companies do.
🙄"
132,"@YEG_Weather Are you serious? People still need to get to work, products need shipping/trucking etc...

Gas jumped 40% and use did not drop.

Energy prices don't go up because of reduced demand.

You can see from OPEC and EIA that use was up, not down.

https://t.co/dVVzLozldH https://t.co/h18bvH8SVT"
133,@Maulvirane @LeftistDad @mckennaconan @paulmurphy_TD @mickholly I don't know about gas...my understanding is that by converting to oil they are freeing up a lot of the space that's taken up by coal storage. They need the space to begin to convert the site into it's eventual use as a hub for the offshore wind industry.
134,@M4Va5 @Bev93934207 @Kevin_VanTighem Everything I said WAS honest &amp; clever. And it’s best served on lying crybabies like Notley’s useless a$$. Alberta is an oil &amp; gas titan economically. The public sector she dumped money on only takes money. Schools will always be built. But not as fast without private sec taxes.
135,#PresidentTrump #Trump #USA #MERICA #PresidentTrump2024 #SecondAmendment #2A #Gunrights #Guns #oil #jobs #lumber #DontTreadOnMe #freedom  #DTOM #GOP #Republican  #Republicans #RedStates #FJB #fuckbiden #democrats #gas #ElonMusk #Texas #Florida #NorthCarolina  #savekids https://t.co/QHyP9R3ESa
136,"@GOP What have you done to change that?  nothing.  

Oil is at $80/barrel.  Why aren't gas prices lower?   Corporate greed"
137,"@FoxNews Biden should stop trying to play footsie, he should take a hard hitting non aggressive stance, flood the market with US oil, gas and coal,make it so no one buys from Russia. Leave Putin to have to kiss Xi s ass to survive."
138,"@LoisPerry26 Burning millions and millions of years of carbon stored in the oil, coal and gas made from fossilised plants and animals in just a few decades couldn’t possibly have an impact on the atmosphere. Keep telling yourself that to make you feel better…"
139,"@runnerbrite @dorfman_p Indeed, but when everyone has an EV and a domestic electric heating system (UK &amp; EU policy) there will be no off-peak electricity.
Already the UK and most of Europe do not have enough with the majority of cars being ICE and gas/oil boilers."
140,@FoxNews GAs the USA can supply I wonder who is reselling that oil at sea could it be little joe’s partners
141,"@Pictures2Music @GeromanAT China and India have long-term contracts and pay already less then this 60$ ...

This stupid person did break all contracts between Russia and EU... and we in EU could have 1/2 price Oil and gas now"
142,"@POTUS Still $4.00 gas, my grocery bill is $200 more a month, and my son just lost his home due to oil heating costs...bang up job, Joe!"
143,"BUSH JR.UPSET SADAM TRIED CIA SAID?TO EXECUTE HIS DAD BUSH SR. VISIT KUWAIT.CIA BELIEVE? THEY SAID WMD NUKE MATERIAL IRAQ? NONE FOUND,BURIED,DID USE NERVE GAS ON HIS OWN KURDS.IRAN WON 2/3 OF IRAQ.TRUMP RIGHT,THEY CAN PAY WITH OIL,COST.CHINA NOW MINERALS AFGHANISTAN,BIDEN GAVE."
144,"We want to buy

Phenol 
#carbolic #acid 
99.5%

#cas 108-95-2

cfr karachi Pakistan
in #drums 

#phenol #carbolic #butylacrylate #vinylavetate #ethylene #benzene #propylene #glycol #glycols #acids #fahim #venus #venuscorporation #sodium #potassium #copper #iron #naptha #oil #gas"
145,"@WeAreCanProud 😂 if Canada Disgraced is tweeting about it, it must be Oil and gas gouging that is causing the inflation. #Cdnpolu"
146,"@Leeb70Z @GeromanAT With Russia's cheap gas and oil gone, we can say goodbye to this statistic in one year time"
147,"@GavinNewsom @GOP The gas was already low af before democrats came into office CLOSING the pipeline the first thing Biden did &amp; it spiked oil prices ,oil prices are directly one of the largest causes for inflation AE more money it costs to move food more money stores charge for the food stop lying"
148,"@mmpadellan LOL, you painstakingly  analyzed that? Well, inflation in my town is down -oil and gas. and I can tell you right now, it isn’t b/c of Hunter Biden, it’s b/c Reps be in the Senate! You see, capitalism works. It really does. And I am a middle class American."
149,"Gas prices will skyrocket once again if that happens. The cost of gas now is already unacceptable in comparison to what it was during the Trump presidency.
https://t.co/dgxkzOTsCo"
150,"EU bad moves, oil price cap. Russia big moves, gas union https://t.co/AG5F5JJVjE via @YouTube"
